agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,translated_page_slugs,is_state_channel,dshs_client_households,evidence_url,capture_date,quality_verdict,notes,assigned_by,assignment_method
food_auburn,The Auburn Food Bank,food,Bangala,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Bassa,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Bengali,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Bosnian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Bulgarian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Burmese,0,0,,False,none,0,,False,349,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Carolinian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Catalan,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Cebuano,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Cham,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chamorro,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chin,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chinese-Cantonese,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chinese-Fukienese,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chinese-Mandarin,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chinese-Taiwanese,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Chuukese,0,0,,False,none,0,,False,677,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Dari,0,0,,False,none,0,,False,2702,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Dinka,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Dutch,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Egyptian-Arabic,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Eritai,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Estonian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Ewe,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Fallani,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Farsi,0,0,,False,none,0,,False,990,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,French,0,0,,False,none,0,,False,994,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Fula,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Ga,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,German,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,"Greek, Modern",0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Gujarati,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Haitian Creole,0,0,,False,none,0,,False,317,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Hausa,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Hawaiian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Herero,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Hindi,0,0,,False,none,0,,False,212,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Hmong,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Hungarian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Igbo,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Ilokano,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Indonesian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Italian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Japanese,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kakwa,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kannada,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Karen,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Karenni,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kazakh,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Khmer,0,0,,False,none,0,,False,1645,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kikuyu,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kinyarwanda,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kirgiz,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kirundi,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kmhmu,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kongo,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Korean,0,0,,False,none,0,,False,3625,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kosraean,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Krahn,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Krio,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kru,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Kurdish,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Lao,0,0,,False,none,0,,False,399,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Latvian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Lingala,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Luganda,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Maay Maay,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Malay,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Malayalam,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Mam,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Mandingo,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Mandinka,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Marathi,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Marquesan,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Marshallese,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Maya-Quiche,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Mien,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Mixteco,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Moldavian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Mongolian,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
food_auburn,The Auburn Food Bank,food,Moore,0,0,,False,none,0,,False,,https://www.theauburnfoodbank.org,2026-09-06,,"No translation mechanism and no translated documents found on the site | Food bank. Groceries can be collected without a shared language, so a web-only assessment understates this sector more than any other. Read the tier as a measure of published information, not of whether someone is fed",EH,derived
